"PKEY","BOID","METABO","LASTUPDATE","PROCESSID","ROWCOMMENT","CREATED","BIZCREATED","CREATEDUSER","BIZUSER","REPLACED","REPLACEDUSER","GUELTAB","GUELTBIS","STATEFROM","STATEUPTO","STATEBEGIN","STATEEND","KURZBEZDT","BEZEICHNUNGDT","KURZBEZEN","BEZEICHNUNGEN","KURZBEZFR","BEZEICHNUNGFR","KURZBEZIT","BEZEICHNUNGIT","KURZBEZ05","BEZEICHNUNG05","KURZBEZ06","BEZEICHNUNG06","KURZBEZ07","BEZEICHNUNG07","KURZBEZ08","BEZEICHNUNG08","KURZBEZ09","BEZEICHNUNG09","KURZBEZ10","BEZEICHNUNG10","INTERNALNAME","AKTIV","TARIFDATENQUELLE","TARIFTAXPUNKTTYP","VERSION","LASTMUTATION","DELIVERYID","TAEL_ID","DRGLWOUTLINRSF1","DRGLWOUTLINRSF2","ITSANALOGIETARIF","SPALBRTETARZIF","TARIFTEXTMAPPING","ITSKOGUZEITRMENHT","TIMESEG","ARCHIVETAG","MDBID","ANALOGIEZIFFERATTR"
648,"509",-608,2016-08-08 14:57:27.577185000,"P.-255612","SYRIUS-23902",2016-07-23 10:18:29.130592000,2016-07-23 10:18:29.130592000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"402","Medikamenten-Katalog ,Abrechnungsziffer: EAN-Code","402","Medikamenten-Katalog ,Abrechnungsziffer: EAN-Code","402","Medikamenten-Katalog ,Abrechnungsziffer: EAN-Code","402","Medikamenten-Katalog ,Abrechnungsziffer: EAN-Code","","","","","","","","","","","","","402","-10110","-53801","-53853","",,,,,,"-2",0,"","",3000-01-01,"","","-2010005701"
649,"510",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.137835000,2016-07-23 10:18:29.137835000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"511","Schweiz. Tarif für Diabetesberatung (SDG)","511","Schweiz. Tarif für Diabetesberatung (SDG)","511","Schweiz. Tarif für Diabetesberatung (SDG)","511","Schweiz. Tarif für Diabetesberatung (SDG)","","","","","","","","","","","","","511","-10110","-53801","-53851","1.0.0",,46,5000702,,,"",0,"","",3000-01-01,"","",""
650,"511",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.141599000,2016-07-23 10:18:29.141599000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"410","Arzneimittelliste mit Tarif ALT","410","Arzneimittelliste mit Tarif ALT","410","Arzneimittelliste mit Tarif ALT","410","Arzneimittelliste mit Tarif ALT","","","","","","","","","","","","","410","-10110","-53801","-53853","01",,1186,8989626,,,"",0,"","",3000-01-01,"","",""
651,"512",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.444667000,2016-07-23 10:18:29.145196000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,2004-09-30,1000-01-01,2004-09-30,"330","Tarif für neuropsychologische Leistungen (H+)","330","Tarif für neuropsychologische Leistungen (H+)","330","Tarif für neuropsychologische Leistungen (H+)","330","Tarif für neuropsychologische Leistungen (H+)","","","","","","","","","","","","","330","-10110","-53801","-53851","1.0.0",,635,5006032,,,"",0,"","",3000-01-01,"","",""
652,"513",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.148685000,2016-07-23 10:18:29.148685000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"328","Schweiz. Logopädietarif","328","Schweiz. Logopädietarif","328","Schweiz. Logopädietarif","328","Schweiz. Logopädietarif","","","","","","","","","","","","","328","-10110","-53801","-53851","1.0.0",,712,7977668,,,"",0,"","",3000-01-01,"","",""
653,"514",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.152265000,2016-07-23 10:18:29.152265000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"323","Tarif für zahntechnische Arbeiten UV/MV/IV/KV (VZLS)","323","Tarif für zahntechnische Arbeiten UV/MV/IV/KV (VZLS)","323","Tarif für zahntechnische Arbeiten UV/MV/IV/KV (VZLS)","323","Tarif für zahntechnische Arbeiten UV/MV/IV/KV (VZLS)","","","","","","","","","","","","","323","-10110","-53801","-53851","1.0.0",,205,7976871,,,"",0,"","",3000-01-01,"","",""
654,"515",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.156075000,2016-07-23 10:18:29.156075000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"317","Eidg. Analysenliste (EAL) neu ab 01.07.2009","317","Eidg. Analysenliste (EAL) neu ab 01.07.2009","317","Eidg. Analysenliste (EAL) neu ab 01.07.2009","317","Eidg. Analysenliste (EAL) neu ab 01.07.2009","","","","","","","","","","","","","317","-10110","-53801","-53851","1.0.0",,3183,5007958,,,"",0,"","",3000-01-01,"","",""
656,"517",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.166549000,2016-07-23 10:18:29.166549000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"451","Rayoncode","451","Rayoncode","451","Rayoncode","451","Rayoncode","","","","","","","","","","","","","451","-10110","-53801","-53853","1.0.0",,218,7977843,,,"",0,"","",3000-01-01,"","",""
657,"518",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.170512000,2016-07-23 10:18:29.170512000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"325","Schweiz. Ergotherapie-Tarif","325","Schweiz. Ergotherapie-Tarif","325","Schweiz. Ergotherapie-Tarif","325","Schweiz. Ergotherapie-Tarif","","","","","","","","","","","","","325","-10110","-53801","-53851","1.0.0",,2406,7977602,,,"",0,"","",3000-01-01,"","",""
658,"519",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.174255000,2016-07-23 10:18:29.174255000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"322","Zahnarzt-Tarif UV/MV/IV/KV (SSO)","322","Zahnarzt-Tarif UV/MV/IV/KV (SSO)","322","Zahnarzt-Tarif UV/MV/IV/KV (SSO)","322","Zahnarzt-Tarif UV/MV/IV/KV (SSO)","","","","","","","","","","","","","322","-10110","-53801","-53851","1.0.0",,970,7975257,,,"",0,"","",3000-01-01,"","",""
659,"520",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.177712000,2016-07-23 10:18:29.177712000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"540","Tarif Lungenliga","540","Tarif Lungenliga","540","Tarif Lungenliga","540","Tarif Lungenliga","","","","","","","","","","","","","540","-10110","-53801","-53853","01",,688,5000420,,,"",0,"","",3000-01-01,"","",""
660,"521",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.181711000,2016-07-23 10:18:29.181711000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"940","Spitaltarif für übrige Leistungen","940","Spitaltarif für übrige Leistungen","940","Spitaltarif für übrige Leistungen","940","Spitaltarif für übrige Leistungen","","","","","","","","","","","","","940","-10110","-53801","-53853","1.0.0",,1223,5010080,,,"",0,"","",3000-01-01,"","",""
661,"522",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.185542000,2016-07-23 10:18:29.185542000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"321","Tarif für zahntechnische Arbeiten PP (VZLS)","321","Tarif für zahntechnische Arbeiten PP (VZLS)","321","Tarif für zahntechnische Arbeiten PP (VZLS)","321","Tarif für zahntechnische Arbeiten PP (VZLS)","","","","","","","","","","","","","321","-10110","-53801","-53851","1.0.0",,203,7974583,,,"",0,"","",3000-01-01,"","",""
662,"523",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.189413000,2016-07-23 10:18:29.189413000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"554","Tarif für ambulante ergotherapeutische Leistungen in Spitälern (H+)","554","Tarif für ambulante ergotherapeutische Leistungen in Spitälern (H+)","554","Tarif für ambulante ergotherapeutische Leistungen in Spitälern (H+)","554","Tarif für ambulante ergotherapeutische Leistungen in Spitälern (H+)","","","","","","","","","","","","","554","-10110","-53801","-53851","1.0.0",,82,5010004,,,"",0,"","",3000-01-01,"","",""
663,"524",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.193356000,2016-07-23 10:18:29.193356000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"327","Orthopädietechnische Arbeiten Tarif UV/MV/IV/KV (SVOT)","327","Orthopädietechnische Arbeiten Tarif UV/MV/IV/KV (SVOT)","327","Orthopädietechnische Arbeiten Tarif UV/MV/IV/KV (SVOT)","327","Orthopädietechnische Arbeiten Tarif UV/MV/IV/KV (SVOT)","","","","","","","","","","","","","327","-10110","-53801","-53851","1.0.0",,459,5002414,,,"",0,"","",3000-01-01,"","",""
664,"525",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.196981000,2016-07-23 10:18:29.196981000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"555","Tarif für ambulante logopädische Leistungen in Spitälern (H+)","555","Tarif für ambulante logopädische Leistungen in Spitälern (H+)","555","Tarif für ambulante logopädische Leistungen in Spitälern (H+)","555","Tarif für ambulante logopädische Leistungen in Spitälern (H+)","","","","","","","","","","","","","555","-10110","-53801","-53851","01",,695,5000066,,,"",0,"","",3000-01-01,"","",""
665,"526",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.492823000,2016-07-23 10:18:29.200482000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,2001-12-31,1000-01-01,2001-12-31,"514","Schweiz. Tarif für Ernährungsberatung im Spitalambulatorium (H+)","514","Schweiz. Tarif für Ernährungsberatung im Spitalambulatorium (H+)","514","Schweiz. Tarif für Ernährungsberatung im Spitalambulatorium (H+)","514","Schweiz. Tarif für Ernährungsberatung im Spitalambulatorium (H+)","","","","","","","","","","","","","514","-10110","-53801","-53851","01",,726,5000080,,,"",0,"","",3000-01-01,"","",""
666,"-6",-608,2016-08-08 14:57:04.031648000,"P.-255612","",2016-07-23 10:18:29.204183000,2016-07-23 10:18:29.204183000,"FStofer","FStofer",2016-08-08 14:57:04.031648000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"001","Tarmed","001","Tarmed","001","Tarmed","001","Tarmed","","","","","","","","","","","","","001","-10110","-53801","-53852","02",,2488,7929025,,,"",0,"","",3000-01-01,"","",""
667,"-3",-608,2016-08-08 14:57:04.031648000,"P.-255612","",2016-07-23 10:18:29.210355000,2016-07-23 10:18:29.210355000,"FStofer","FStofer",2016-08-08 14:57:04.031648000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"452","MiGeL: ab 2001 (Mittel und Gegenstände Liste)","452","MiGeL: ab 2001 (Mittel und Gegenstände Liste)","452","MiGeL: ab 2001 (Mittel und Gegenstände Liste)","452","MiGeL: ab 2001 (Mittel und Gegenstände Liste)","","","","","","","","","","","","","452","-10110","-53801","-53853","1.0.0",,3210,7483302,,,"",13,"","",3000-01-01,"","",""
668,"-2",-608,2016-08-08 14:57:04.031648000,"P.-255612","",2016-07-23 10:18:29.214307000,2016-07-23 10:18:29.214307000,"FStofer","FStofer",2016-08-08 14:57:04.031648000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"400","Medikamenten-Katalog ,Abrechnungsziffer: Pharmacode","400","Medikamenten-Katalog ,Abrechnungsziffer: Pharmacode","400","Medikamenten-Katalog ,Abrechnungsziffer: Pharmacode","400","Medikamenten-Katalog ,Abrechnungsziffer: Pharmacode","","","","","","","","","","","","","400","-10110","-53801","-53853","07",,3269,6024341,,,"",0,"","",3000-01-01,"","",""
669,"527",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.220582000,2016-07-23 10:18:29.220582000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"501","Transplantation Solide Organe","501","Transplantation Solide Organe","501","Transplatation organes solides","501","Transplantation Solide Organe","","","","","","","","","","","","","501","-10110","-53801","-53853","01",,,9857980,,,"",0,"","",3000-01-01,"","",""
670,"528",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.224259000,2016-07-23 10:18:29.224259000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"611","Labor Polymed, Zug","611","Labor Polymed, Zug","611","Labor Polymed, Zug","611","Labor Polymed, Zug","","","","","","","","","","","","","611","-10110","-53800","-53853","",,,,,,"",0,"","",3000-01-01,"","",""
671,"529",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.228407000,2016-07-23 10:18:29.228407000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"612","Labor Spital Felix Platter","612","Labor Spital Felix Platter","612","Labor Spital Felix Platter","612","Labor Spital Felix Platter","","","","","","","","","","","","","612","-10110","-53800","-53853","",,,,,,"",0,"","",3000-01-01,"","",""
672,"530",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.231975000,2016-07-23 10:18:29.231975000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"620","Laborspezifische Analysen - Institut Dr. Viollier","620","Laborspezifische Analysen - Institut Dr. Viollier","620","Laborspezifische Analysen - Institut Dr. Viollier","620","Laborspezifische Analysen - Institut Dr. Viollier","","","","","","","","","","","","","620","-10110","-53800","-53853","",,,,,,"",0,"","",3000-01-01,"","",""
673,"531",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.235475000,2016-07-23 10:18:29.235475000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"H40","Helsana-Tarif Spital VVG","H40","Helsana-Tarif Spital VVG","H40","Helsana-Tarif Spital VVG","H40","Helsana-Tarif Spital VVG","","","","","","","","","","","","","H40","-10110","-53800","-53853","",,,,,,"",0,"","",3000-01-01,"","",""
674,"532",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.238896000,2016-07-23 10:18:29.238896000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"H41","Helsana-Tarif Pflegeheime","H41","Helsana-Tarif Pflegeheime","H41","Helsana-Tarif Pflegeheime","H41","Helsana-Tarif Pflegeheime","","","","","","","","","","","","","H41","-10110","-53800","-53853","",,,,,,"",0,"","",3000-01-01,"","",""
675,"533",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.242403000,2016-07-23 10:18:29.242403000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"699","Nicht tarifierte Laborleistungen","699","Nicht tarifierte Laborleistungen","699","Nicht tarifierte Laborleistungen","699","Nicht tarifierte Laborleistungen","","","","","","","","","","","","","699","-10110","-53801","-53853","",,,5006284,,,"",0,"","",3000-01-01,"","",""
676,"534",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.246111000,2016-07-23 10:18:29.246111000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"716","Cat. hebergement vaudois","716","Cat. hebergement vaudois","716","Cat. hebergement vaudois","716","Cat. hebergement vaudois","","","","","","","","","","","","","716","-10110","-53801","-53853","",,,5000631,,,"",0,"","",3000-01-01,"","",""
677,"535",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.249902000,2016-07-23 10:18:29.249902000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"800","APDRG: cost-weight version 3.2","800","APDRG: cost-weight version 3.2","800","APDRG: cost-weight version 3.2","800","APDRG: cost-weight version 3.2","","","","","","","","","","","","","800","-10110","-53801","-49989","",,,7979314,2,0.75,"",0,"","",3000-01-01,"","",""
678,"536",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.253523000,2016-07-23 10:18:29.253523000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"607","Laborspezifische Analysen - Unilabs Mittelland AG","607","Laborspezifische Analysen - Unilabs Mittelland AG","607","Laborspezifische Analysen - Unilabs Mittelland AG","607","Laborspezifische Analysen - Unilabs Mittelland AG","","","","","","","","","","","","","607","-10110","-53800","-53853","",,,,,,"",0,"","",3000-01-01,"","",""
679,"537",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.257053000,2016-07-23 10:18:29.257053000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"608","Laborspezifische Analysen - LogoLab AG","608","Laborspezifische Analysen - LogoLab AG","608","Laborspezifische Analysen - LogoLab AG","608","Laborspezifische Analysen - LogoLab AG","","","","","","","","","","","","","608","-10110","-53800","-53851","",,,,,,"",0,"","",3000-01-01,"","",""
680,"538",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.260482000,2016-07-23 10:18:29.260482000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"003","Tarmed Pauschalen neu","003","Tarmed Pauschalen neu","003","Tarmed Pauschalen neu","003","Tarmed Pauschalen neu","","","","","","","","","","","","","003","-10110","-53801","-53853","01",,,11611012,,,"",0,"","",3000-01-01,"","",""
681,"539",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.264158000,2016-07-23 10:18:29.264158000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"610","Laborspezifische Analysen - Laborgemeinschaft 1  gültig bis 31.05.2006","610","Laborspezifische Analysen - Laborgemeinschaft 1  gültig bis 31.05.2006","610","Laborspezifische Analysen - Laborgemeinschaft 1  gültig bis 31.05.2006","610","Laborspezifische Analysen - Laborgemeinschaft 1  gültig bis 31.05.2006","","","","","","","","","","","","","610","-10110","-53800","-53853","",,,,,,"",0,"","",3000-01-01,"","",""
682,"540",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.267805000,2016-07-23 10:18:29.267805000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"331","Tarif für Augenprothesen","331","Tarif für Augenprothesen","331","Tarif für Augenprothesen","331","Tarif für Augenprothesen","","","","","","","","","","","","","331","-10110","-53801","-62839","",,,,,,"",0,"","",3000-01-01,"","",""
683,"541",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.271325000,2016-07-23 10:18:29.271325000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"583","Transporte und Rettungen","583","Transporte und Rettungen","583","Transporte und Rettungen","583","Transporte und Rettungen","","","","","","","","","","","","","583","-10110","-53800","-53853","",,,,,,"",0,"","",3000-01-01,"","",""
684,"542",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.274781000,2016-07-23 10:18:29.274781000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"999","Leistungen, die in keinem der aufgeführten Tarife enthalten sind","999","Leistungen, die in keinem der aufgeführten Tarife enthalten sind","999","Leistungen, die in keinem der aufgeführten Tarife enthalten sind","999","Leistungen, die in keinem der aufgeführten Tarife enthalten sind","","","","","","","","","","","","","999","-10110","-53800","-53853","",,,,,,"",0,"","",3000-01-01,"","",""
685,"543",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.278495000,2016-07-23 10:18:29.278495000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"406","Übrige Leistungen nicht in offiziellen Tarifen definiert (Arzt KVG/VVG)","406","Übrige Leistungen nicht in offiziellen Tarifen definiert (Arzt KVG/VVG)","406","Übrige Leistungen nicht in offiziellen Tarifen definiert (Arzt KVG/VVG)","406","Übrige Leistungen nicht in offiziellen Tarifen definiert (Arzt KVG/VVG)","","","","","","","","","","","","","406","-10110","-53801","-53853","",,,8989590,,,"",0,"","",3000-01-01,"","",""
686,"544",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.282471000,2016-07-23 10:18:29.282471000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"581","Tarif für Schweizer Krankenwagen","581","Tarif für Schweizer Krankenwagen","581","Tarif für Schweizer Krankenwagen","581","Tarif für Schweizer Krankenwagen","","","","","","","","","","","","","581","-10110","-53800","-53853","",,,,,,"",0,"","",3000-01-01,"","",""
687,"545",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.285919000,2016-07-23 10:18:29.285919000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"602","Laborspezifische Analysen - IKMI gültig bis 30.8.2006","602","Laborspezifische Analysen - IKMI gültig bis 30.8.2006","602","Laborspezifische Analysen - IKMI gültig bis 30.8.2006","602","Laborspezifische Analysen - IKMI gültig bis 30.8.2006","","","","","","","","","","","","","602","-10110","-53800","-53851","",,,,,,"",0,"","",3000-01-01,"","",""
688,"546",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.289639000,2016-07-23 10:18:29.289639000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"601","Laborspezifische Analysen - Labor Dr. Güntert","601","Laborspezifische Analysen - Labor Dr. Güntert","601","Laborspezifische Analysen - Labor Dr. Güntert","601","Laborspezifische Analysen - Labor Dr. Güntert","","","","","","","","","","","","","601","-10110","-53800","-53853","",,,,,,"",0,"","",3000-01-01,"","",""
689,"61",-608,2016-08-08 14:57:04.031648000,"P.-255612","",2016-07-23 10:18:29.292995000,2016-07-23 10:18:29.292995000,"FStofer","FStofer",2016-08-08 14:57:04.031648000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"590","Alternative Heilmethoden","590","Alternative Heilmethoden","590","Alternative Heilmethoden","590","Alternative Heilmethoden","","","","","","","","","","","","","590","-10110","-53801","-53853","01",,,8060324,,,"",0,"","",3000-01-01,"","",""
690,"547",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.297111000,2016-07-23 10:18:29.297111000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"582","Tarif für Schweizer Psychologen","582","Tarif für Schweizer Psychologen","582","Tarif für Schweizer Psychologen","582","Tarif für Schweizer Psychologen","","","","","","","","","","","","","582","-10110","-53801","-62839","",,,,,,"",0,"","",3000-01-01,"","",""
691,"548",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.300882000,2016-07-23 10:18:29.300882000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"580","Schweiz. Rettungsflugwachttarif (REGA)","580","Schweiz. Rettungsflugwachttarif (REGA)","580","Schweiz. Rettungsflugwachttarif (REGA)","580","Schweiz. Rettungsflugwachttarif (REGA)","","","","","","","","","","","","","580","-10110","-53801","-53853","",,,,,,"",0,"","",3000-01-01,"","",""
692,"549",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.304283000,2016-07-23 10:18:29.304283000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"556","Tarif für ambulante muskuloskelettale Reha","556","Tarif für ambulante muskuloskelettale Reha","556","Tarif für ambulante muskuloskelettale Reha","556","Tarif für ambulante muskuloskelettale Reha","","","","","","","","","","","","","556","-10110","-53801","-53853","",,,5006218,,,"",0,"","",3000-01-01,"","",""
693,"550",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.307835000,2016-07-23 10:18:29.307835000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"713","Cat. hosp. stationnaire vaudois pour accident","713","Cat. hosp. stationnaire vaudois pour accident","713","Cat. hosp. stationnaire vaudois pour accident","713","Cat. hosp. stationnaire vaudois pour accident","","","","","","","","","","","","","713","-10110","-53801","-53853","",,,5000522,,,"",0,"","",3000-01-01,"","",""
