"PKEY","BOID","METABO","LASTUPDATE","PROCESSID","ROWCOMMENT","CREATED","CREATEDUSER","REPLACED","REPLACEDUSER","KURZBEZDT","BEZEICHNUNGDT","KURZBEZEN","BEZEICHNUNGEN","KURZBEZFR","BEZEICHNUNGFR","KURZBEZIT","BEZEICHNUNGIT","KURZBEZ05","BEZEICHNUNG05","KURZBEZ06","BEZEICHNUNG06","KURZBEZ07","BEZEICHNUNG07","KURZBEZ08","BEZEICHNUNG08","KURZBEZ09","BEZEICHNUNG09","KURZBEZ10","BEZEICHNUNG10","INTERNALNAME","SYSTEM_","ITSCOKOKATEGORIE","TIMESEG","ARCHIVETAG","MDBID"
-50278,"-50278",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DetSM","Detail Ansicht","DetSM","Detail Show","ADétai","Aperçu en détail","DetSM","Vista dettagliata","","Detail Ansicht","","","","","","","","","","","DETAIL_ANSICHT_MULTIPLE_VIEWS","1","",,"",""
-1019625,"-1019625",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DSAB","Abhängigkeit für Filter","DSAB","Dependency for Filter","DEPFIL","Dépendance pour filtre","DSAB","Dipendenza per filtro","","Abhängigkeit für Filter","","","","","","","","","","","DETSU_ABHAENG","1","",,"",""
-1019623,"-1019623",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DSLEA","LerbAbhängigkeit","DSLEA","Care provider dependency","DEPLER","Dépendance lerb","DSLEA","Dipendenza FP","","LerbAbhängigkeit","","","","","","","","","","","DETSU_LERBAB","1","",,"",""
-1019622,"-1019622",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DSRNG","Range","DSRNG","Range","NIV","Niveau","DSRNG","Campo","","Range","","","","","","","","","","","DETSU_RANGE","1","",,"",""
-1019621,"-1019621",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DSZRT","ZeitraumTyp","DSZRT","Period type","TCRN","Type de durée","DSZRT","Tipo di lasso di tempo","","ZeitraumTyp","","","","","","","","","","","DETSU_ZEITRAUMTYP","1","",,"",""
-6250,"-6250",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DOCBes","DOCBestLocation","DOCBes","DOCBestLocation","DOCBes","DOCBestLocation","ColDoc","Collocazione ordinazione documento","","DOCBestLocation","","","","","","","","","","","DOCBestLocation","1","",,"",""
-5630,"-5630",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DOCBes","DOCBestStatus","DOCBes","DOC best status","DOCBes","DOCBestStatus","OrdDoc","Stato ordinazione documento","","DOCBestStatus","","","","","","","","","","","DOCBestStatus","1","",,"",""
-1019734,"-1019734",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DRGADM","Eintrittsart","METHEN","Method of entry","GENDRG","Genre d'entrée","DRGADM","Genere di ammissione","","Eintrittsart","","","","","","","","","","","DRGAdmissionType","1","",,"",""
-1019746,"-1019746",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DRGAA","Einweisende Instanz","DRGAA","Assigned Instance","INSTRA","Instance transférante","DRGAA","Istanza che ricovera","","Einweisende Instanz","","","","","","","","","","","DRGAdmittingAuthority","1","",,"",""
-1019665,"-1019665",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DRGArt","DRGArt","DRGArt","DRG Type","GenDRG","GenDRG","DRGArt","Genere DRG","","DRGArt","","","","","","","","","","","DRGArt","1","",,"",""
-1019666,"-1019666",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DRGat","DRGAufenthaltsTyp","DRGat","DRG Stay type","DRGSe","Type de séjour DRG","DRGat","Tipo degenza DRG","","DRGAufenthaltsTyp","","","","","","","","","","","DRGAufenthaltsTyp","1","",,"",""
-1019680,"-1019680",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","drg","DRGBehandlungsart","drg","DRG treatment type","drggt","Genre de traitement DRG","drg","Tipo trattamento DRG","","DRGBehandlungsart","","","","","","","","","","","DRGBehandlungsart","1","",,"",""
-1019652,"-1019652",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DRGDBL","Seite der Diagnose","DRGDBL","Page of diagnosis","DRGDBL","Côté du diagnostic","DRGDBL","Lato della diagnosi","","Seite der Diagnose","","","","","","","","","","","DRGDiagnosisBodyLocation","1","",,"",""
-1019653,"-1019653",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DRGDTA","Tumoraktivität","DRGDTA","Tumor activity","DRGDTA","Activité tumorale","DRGDTA","Attività tumorale","","Tumoraktivität","","","","","","","","","","","DRGDiagnosisTumorActivity","1","",,"",""
-1019663,"-1019663",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","drgpl","DRGDischargePlace","drgpl","DRG Discharge Place","drgpl","DRGDischargePlace","drgpl","Luogo discarica DRG","","DRGDischargePlace","","","","","","","","","","","DRGDischargePlace","1","",,"",""
-1019646,"-1019646",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DRGDR","Entlassung durch","DRGDR","Discard from","DRGDR","Sortie autorisé par","DRGDR","Rilascio da parte di","","Entlassung durch","","","","","","","","","","","DRGDischargeReason","1","",,"",""
-1019735,"-1019735",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DRGSEP","Austrittsart","METHWD","Method of withdrawal","GSODRG","Genre de sortie","DRGSEP","Genere di uscita","","Austrittsart","","","","","","","","","","","DRGDischargeType","1","",,"",""
-1019649,"-1019649",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DRGEF","Aufenthaltsort vor Eintritt","DRGEF","Place of residence before Entry","DRGEF","Lieu de séjour avant l'entrée","DRGEF","Luogo di residenza prima dell'ammissione","","Aufenthaltsort vor Eintritt","","","","","","","","","","","DRGEntryFrom","1","",,"",""
-1019672,"-1019672",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","drg","Ort vor Eintritt","drg","DRG Entry From Psy","drggt","Lieu avant admission","drg","Luogo prima dell¿entrata","","Ort vor Eintritt","","","","","","","","","","","DRGEntryFromPsy","1","",,"",""
-1019681,"-1019681",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","drg","DRGEntryReason","drg","DRG Entry Reason","drggr","DRGEntryReason","drg","Ragione entrata DRG","","DRGEntryReason","","","","","","","","","","","DRGEntryReason","1","",,"",""
-1019662,"-1019662",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","drgt","DRGEntryTyp","drgt","DRG Entry Type","drgt","DRGEntryTyp","drgt","Tipo entrata DRG","","DRGEntryTyp","","","","","","","","","","","DRGEntryTyp","1","",,"",""
-1019664,"-1019664",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","drge","DRGEntscheid","drge","DRG Decision","drgde","DécisionDRG","drge","Decisione DRG","","DRGEntscheid","","","","","","","","","","","DRGEntscheid","1","",,"",""
-1019654,"-1019654",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DRGET","Ambulante Behandlungen auswärts","DRGET","Outpatient Treatments outside","DRGET","Traitement ambulatoire extérieur","DRGET","Cura ambulatoriale esterna","","Ambulante Behandlungen auswärts","","","","","","","","","","","DRGExternalTreatment","1","",,"",""
-1019650,"-1019650",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DRGISC","Art des Scores","DRGISC","Scores type","DRGISC","Genre du score","DRGISC","Genere di score","","Art des Scores","","","","","","","","","","","DRGICUScoreType","1","",,"",""
-1019668,"-1019668",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","drg","DRGKongenital","drg","DRG Congenital","drgco","CogénitalDRG","drg","Congenita DRG","","DRGKongenital","","","","","","","","","","","DRGKongenital","1","",,"",""
-1019679,"-1019679",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","drg","DRGKostentrager","drg","DRG Cost object","drggt","Répondant des coûtsDRG","drg","Organismo pagante DRG","","DRGKostentrager","","","","","","","","","","","DRGKostentrager","1","",,"",""
-1019648,"-1019648",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DRGNVS","Vitalstatus","DRGNVS","Vital status","DRGNVS","Statut viral","DRGNVS","Stato vitale","","Vitalstatus","","","","","","","","","","","DRGNewbornVitalstatus","0","",,"",""
-50444,"-50444",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","drgp","Partition","drgp","Partition","drgp","Partition","drgp","Partizione","","Partition","","","","","","","","","","","DRGPartition","1","",,"",""
-1019671,"-1019671",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","drg","Behandlung nach Austritt","drg","DRG Psy Withdrawal Treatment","drggs","Prise en charge après la sortie","drg","Cura dopo l¿uscita","","Behandlung nach Austritt","","","","","","","","","","","DRGPsyAustrittBehandlung","1","",,"",""
-1019669,"-1019669",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","drg","Austrittsgrund","drg","DRG Psy Withdrawal reason","drggm","Motif de sortie","drg","Motivo dell'uscita","","Austrittsgrund","","","","","","","","","","","DRGPsyAustrittsgrund","1","",,"",""
-1019677,"-1019677",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","drg","DRGPsyBehandlung","drg","DRG Psy Treatment","drggt","TraitementPsyDRG","drg","Trattamento psichiatria DRG","","DRGPsyBehandlung","","","","","","","","","","","DRGPsyBehandlung","1","",,"",""
-1019674,"-1019674",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","drg","DRGPsyEinweisung","drg","DRG Psy Orientation","drgga","AdmissionPsyDRG","drg","Ammissione psichiatria DRG","","DRGPsyEinweisung","","","","","","","","","","","DRGPsyEinweisung","1","",,"",""
-1019676,"-1019676",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","drg","DRGPsyFreiheitsentzug","drg","DRG Psy Imprisonment","drggp","Privation de libertéPsyDRG","drg","Privazione della libertà psichiatria DRG","","DRGPsyFreiheitsentzug","","","","","","","","","","","DRGPsyFreiheitsentzug","1","",,"",""
-1019675,"-1019675",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","drg","DRGPsyFreiwillig","drg","DRG Psy voluntary","drggv","VolontairePsyDRG","drg","Volontario psichiatria DRG","","DRGPsyFreiwillig","","","","","","","","","","","DRGPsyFreiwillig","1","",,"",""
-1019670,"-1019670",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","drg","Ort nach Austritt","drg","DRG Psy Place after withdrawal","drggs","Lieu après sortie","drg","Luogo dopo l¿uscita","","Ort nach Austritt","","","","","","","","","","","DRGPsyOrtNachAustritt","1","",,"",""
-1019651,"-1019651",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DRGRR","Grund Wiedereintritt","DRGRR","Reason for re-entry","DRGRR","Motif de la deuxième entrée","DRGRR","Motivo della riammissione","","Grund Wiedereintritt","","","","","","","","","","","DRGReentryReason","0","",,"",""
-1019673,"-1019673",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","drg","DRGSchulbildung","drg","DRG Schooling","drggpf","FormationDRG","drg","Formazione scolastica DRG","","DRGSchulbildung","","","","","","","","","","","DRGSchulbildung","1","",,"",""
-1019678,"-1019678",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","drg","DRGSpitalklasse","drg","DRG Hospital class","drggh","Classe d'hôpitalDRG","drg","Classe ospedaliera DRG","","DRGSpitalklasse","","","","","","","","","","","DRGSpitalklasse","1","",,"",""
-1019647,"-1019647",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DRGTAD","Behandlung nach Austritt","DRGTAD","Treatment after withdrawal","DRGTAD","Traitement après la sortie","DRGTAD","Cura dopo il rilascio","","Behandlung nach Austritt","","","","","","","","","","","DRGTreatmentAfterDischarge","1","",,"",""
-50528,"-50528",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DTVerw","DocType-Verwendung","DTVerw","DocType-Use","UtTd","Utilisation du type de doc","DTVerw","Utilizzazione tipo di documento","","DocType-Verwendung","","","","","","","","","","","DTVerwendung","1","",,"",""
-5831,"-5831",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DWHCol","DWHCol","DWHCol","DWHCol","DWHCol","DWHCol","DWHCol","DWHCol","","DWHCol","","","","","","","","","","","DWHCol","0","",,"",""
-11391,"-11391",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DateTi","DateTimeRule","DateTi","DateTimeRule","DateTi","DateTimeRule","TempDa","Regola tempo dati","","DateTimeRule","","","","","","","","","","","DateTimeRule","1","",,"",""
-7250,"-7250",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","Dfluss","DatenFluss","Dfluss","Data flow","Dflux","Flux de données","Fldati","Flusso di dati","","DatenFluss","","","","","","","","","","","DatenFluss","1","",,"",""
-50534,"-50534",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DATHOH","Datenhoheit ZSR","DATHOH","ZSR Data supremacy","MFDZS","Maître des fichiers de données CC","DATHOH","Sovranità dei dati ZSR","","Datenhoheit ZSR","","","","","","","","","","","Datenhoheit","1","",,"",""
-5840,"-5840",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DAQ","Datenquelle","DAQ","Data source","SD","Source de données","FOD","Fonte dati","","Datenquelle","","","","","","","","","","","Datenquelle","1","",,"",""
-50484,"-50484",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DsKom","Datenselektion gemäss Kommentar","DsKom","Data selection according to comments","SDsCo","Sélection de données conformément au commentaire","DsKom","Selezione dei dati secondo il commento","","Datenselektion gemäß Kommentar","","","","","","","","","","","DatenselKom","1","",,"",""
-50848,"-50848",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DatumB","Datumsbasis","DateB","Date basis","BASDAT","Base par date","BasDat","Base per data","","Datumsbasis","","","","","","","","","","","DatumBasis","1","",,"",""
-9540,"-9540",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DatVgl","DatumsVergleich","DatVgl","Comparison of dates","Compda","Comparaison de la date","ConfDa","Confronto data","","DatumsVergleich","","","","","","","","","","","DatumsVergleich","0","",,"",""
-9550,"-9550",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DeckPr","DeckungsPruefung","DeckPr","Cover check","Contco","Contrôle de couverture","VerCop","Verifica copertura","","DeckungsPruefung","","","","","","","","","","","DeckungsPruefung","0","",,"",""
-6910,"-6910",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DEFDOC","DefaultDoc","DEFDOC","Default doc","DEFDOC","DefaultDoc","DOCDEF","Documento default","","DefaultDoc","","","","","","","","","","","DefaultDoc","1","",,"",""
-50438,"-50438",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DEFTYP","DefaultTyp","DEFTYP","Default Type","DEFTYP","Type par défaut","DEFTYP","Tipo default","","DefaultTyp","","","","","","","","","","","DefaultTyp","0","",,"",""
-6110,"-6110",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","Defaul","Default Variante","Defaul","Default variant","Defaul","Variante par défaut","Defaul","Variante default","","Default Variante","","","","","","","","","","","DefaultVariante","1","",,"",""
-50871,"-50871",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DeVeSt","Deklaration Verarbeitungs-Stufe","DePrSt","Declaration processing stage","NTD","Niveau de traitement de la décl.","LivElD","Livello di elaborazione della dichiarazione","","Deklaration Verarbeitungs-Stufe","","","","","","","","","","","DeklVerarbStufe","1","",,"",""
-50779,"-50779",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DKLZR","Deklarationszeitraum","DCLPER","Declaration period","PERDEC","Période de déclaration","PERDIC","Periodo di dichiarazione","","Deklarationszeitraum","","","","","","","","","","","DeklZeitraum","1","",,"",""
-50797,"-50797",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DeklBA","Deklaration Berechnungsart","DEClCT","Declaration of calculation type","DEGEDE","Déclaration du genre de décompte","DichGC","DIchiarazione del genere di calcolo","","Deklaration Berechnungsart","","","","","","","","","","","DeklarationBerechnungsArt","1","",,"",""
-50765,"-50765",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DeklCo","Kontext: Lohndekl.","DCLCON","Declaration context","DSCTX","Contexte: Déclaration de salaire","DSCTX","Contesto: dichiar. salariale","","Kontext: Lohndekl.","","","","","","","","","","","DeklarationContext","1","",,"",""
-50887,"-50887",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DkHeSt","Deklarationskopfstatus","","","TDCTX","Statut de l'en-tête de la déclaration","STIDI","Stato dell'intestazione della dichiarazione","","Deklarationskopfstatus","","","","","","","","","","","DeklarationHeadStatus","1","",,"",""
-50853,"-50853",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DeLsPe","Deklaration Lohnsummenart und Periode","DeITTP","Declation of salary type and period","DEGMSP","Déclar. genre de masse salariale et de la periode","DiMsPe","Dichiarazione del genere di massa salariale e del periodo","","Deklaration Lohnsummenart und Periode","","","","","","","","","","","DeklarationLohnsummePeriode","1","",,"",""
-50852,"-50852",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","LsScCo","Kontext: Prov. Lohnsummenschätzung","DeITTE","Prov. salary estimate context","PECTX","Contexte: Prov. Évaluation de la masse salariale","VMACTX","Contesto: valutazione provv. massa salariale","","Kontext: Prov. Lohnsummenschätzung","","","","","","","","","","","DeklarationProvLSSchaetzenContext","1","",,"",""
-50808,"-50808",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DklSt","Deklarationstatus","DCLST","Declaration status","DECSTA","Déclaration de statut","StDich","Stato della dichiarazione","","Deklarationstatus","","","","","","","","","","","DeklarationStatus","1","",,"",""
-50935,"-50935",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DeVoCo","Kontext: Lohnsummenvortrag","","","RMSCTX","Contexte: Report de la masse salariale","RMSCTX","Contesto: Riporto massa salariale","","Kontext: Lohnsummenvortrag","","","","","","","","","","","DeklarationVortragenContext","1","",,"",""
-50796,"-50796",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DeklVo","Werte vortragen","CRFOVA","Carry forward values","REPVAL","Reporter les valeurs","DichVo","Riportare i valori","","Werte vortragen","","","","","","","","","","","DeklarationWerteVortragen","1","",,"",""
-50431,"-50431",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DeklM","Deklarationsmedium","DeklM","Declaration medium","DéclM","Média de déclaration","DeklM","Mezzo di dichiarazione","","Deklarationsmedium","","","","","","","","","","","DeklarationsMedium","1","",,"",""
-50780,"-50780",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DekTyp","Deklarations-Typ","DECTYP","Declaration Type","GEDEC","Genre de déclaration","TipDic","Tipo di dichiarazione","","Deklarations-Typ","","","","","","","","","","","DeklarationsTyp","1","",,"",""
-3060,"-3060",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","Abhäng","AbhängigkeitsCode","Depend","Dependency code","Depen","Code de dépendance","Dipend","Codice di dipendenza","","AbhängigkeitsCode","","","","","","","","","","","DependCode","1","",,"",""
-5320,"-5320",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DEROLE","Abhängigkeits Partnerrolle","DEROLE","Partner role dependency","DEROLE","Rôle de partenaire dépendance","DEROLE","Ruolo del partner di dipendenza","","Abhängigkeits Partnerrolle","","","","","","","","","","","DependPartnerRole","1","",,"",""
-6390,"-6390",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","NKStat","NebenKontoDetailStatus","NKStat","Subsudiary account detail status","CAStat","Statut détail compte accessoire","StatCA","Stato dettaglio conto ausiliario","","NebenKontoDetailStatus","","","","","","","","","","","DetKtoStatus","1","",,"",""
-1019656,"-1019656",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DBR","DiaBehRange","DBR","Dia Treatment Range","DBR","DiaBehRange","DBR","Campo diagnosi cura","","DiaBehRange","","","","","","","","","","","DiaBehRange","0","",,"",""
-10790,"-10790",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DIAGBE","Diagnose Bedeutung Value Resolver","DIAGBE","Diagnosis significance value resolver","DIAGBE","Signification du diagnostique Value Resolver","SIGNDI","Significato della diagnosi value resolver","","Diagnose Bedeutung Value Resolver","","","","","","","","","","","DiagBedeutungValueResolver","1","",,"",""
-50667,"-50667",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DIABEH","Diagnose Behandlung System","DIATrS","Diagnosis Treatment System","DISY","Diagnostic système de traitement","DIACUR","Sistema diagnosi cura","","Diagnose Behandlung System","","","","","","","","","","","DiagBehSystem","1","",,"",""
-50757,"-50757",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DIVERW","Diagnose Verwendung","DIUSE","Use of diagnosis","UTDIA","Utilisation du diagnostic","UTILDI","Utilizzazione della diagnosi","","Diagnose Verwendung","","","","","","","","","","","DiagOpVerwendung","1","",,"",""
-50463,"-50463",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DiagSt","Diagnose Struktur","DiagSt","Diagnosis / Operation code","STDIAG","Structure du diagnostic","StrDi","Struttura della diagnosi","","Diagnose Struktur","","","","","","","","","","","DiagStrukt","1","",,"",""
-1019683,"-1019683",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DIAGTE","Diagnosen Terminal","DIAGTE","Terminal Diagnosis","DIAGTE","Terminal du diagnostic","DIAGTE","Terminale diagnosi","","Diagnosen Terminal","","","","","","","","","","","DiagTerminal","1","",,"",""
-9570,"-9570",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DiagBe","Diagnosebedeutung","DiagBe","Significance of diagnosis","DiagBe","Signification du diagnostic","SigDia","Significato della diagnosi","","Diagnosebedeutung","","","","","","","","","","","DiagnoseBedeutung","1","",,"",""
-1950,"-1950",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","Mutati","Mutationscode","Mutati","Mutation code","Mutati","Code de mutation","Modif","Codice di modifica","","Änderungscode","","","","","","","","","","","DiagnoseMutCode","1","",,"",""
-1940,"-1940",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","Typ","Typ","Type","Type","Typ","Type","Tipo","Tipo","","Typ","","","","","","","","","","","DiagnoseTyp","1","",,"",""
-11350,"-11350",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DIAVE","Diagnose Version","DIAVE","Diagnostic Version","DIAVE","Version du diagnostic","VERSDI","Versione diagnosi","","Diagnose Version","","","","","","","","","","","DiagnoseVersion","0","",,"",""
