"PKEY","BOID","METABO","LASTUPDATE","PROCESSID","ROWCOMMENT","CREATED","BIZCREATED","CREATEDUSER","BIZUSER","REPLACED","REPLACEDUSER","GUELTAB","GUELTBIS","STATEFROM","STATEUPTO","STATEBEGIN","STATEEND","KURZBEZDT","BEZEICHNUNGDT","KURZBEZEN","BEZEICHNUNGEN","KURZBEZFR","BEZEICHNUNGFR","KURZBEZIT","BEZEICHNUNGIT","KURZBEZ05","BEZEICHNUNG05","KURZBEZ06","BEZEICHNUNG06","KURZBEZ07","BEZEICHNUNG07","KURZBEZ08","BEZEICHNUNG08","KURZBEZ09","BEZEICHNUNG09","KURZBEZ10","BEZEICHNUNG10","INTERNALNAME","AKTIV","TARIFGRUPPETYP","TARIFGRPERSTELLER","TARIFGRUPPEART","QUALIPRUEFMOEGL","CODE","BESCHREIBUNGDT","BESCHREIBUNGEN","BESCHREIBUNGFR","BESCHREIBUNGIT","BESCHREIBUNG05","BESCHREIBUNG06","BESCHREIBUNG07","BESCHREIBUNG08","BESCHREIBUNG09","BESCHREIBUNG10","LASTMUTATION","TAEL_ID","REGINTERNGENERELL","TIMESEG","ARCHIVETAG","MDBID"
4212,"2566",-1083,2014-05-14 16:24:46.845154000,"B.644","",2014-05-14 16:24:46.845154000,2014-05-14 16:24:46.845154000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,2012-05-01,3000-01-01,1000-01-01,3000-01-01,"12.99.","Varia","12.99.","Varia","12.99.","Varia","12.99.","Varia","","","","","","","","","","","","","IT_12.99.00","-10110","-62324","-63029","-62331","-10110","12.99.00","","","","","","","","","","",,9405836,"-62241",3000-01-01,"",""
4106,"2823",-1083,2014-05-14 16:24:26.251864000,"B.644","",2014-05-14 16:24:26.251864000,2014-05-14 16:24:26.251864000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,2012-05-01,3000-01-01,1000-01-01,3000-01-01,"01.09.","Antiemetica","01.09.","ANTIEMETICA","01.09.","Antiemetica","01.09.","ANTIEMETICA","","","","","","","","","","","","","IT_01.09.00","-10110","-62324","-63029","-62331","-10110","01.09.00","","","","","","","","","","",,9405515,"-62241",3000-01-01,"",""
4118,"2513",-1083,2014-05-14 16:24:28.757285000,"B.644","",2014-05-14 16:24:28.757285000,2014-05-14 16:24:28.757285000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,2012-05-01,3000-01-01,1000-01-01,3000-01-01,"03.06.","Einreibemittel","03.06.","EINREIBEMITTEL","03.06.","Préparations percutanées","03.06.","PREPARATIONS PERCUTANEES","","","","","","","","","","","","","IT_03.06.00","-10110","-62324","-63029","-62331","-10110","03.06.00","","","","","","","","","","",,9405572,"-62241",3000-01-01,"",""
4122,"2642",-1083,2014-05-14 16:24:29.656097000,"B.644","",2014-05-14 16:24:29.656097000,2014-05-14 16:24:29.656097000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,2012-05-01,3000-01-01,1000-01-01,3000-01-01,"07.07.","Glucocorticoide","07.07.","Glucocorticoide","07.07.","Glucocorticoïdes","07.07.","Glucocorticoïdes","","","","","","","","","","","","","IT_07.07.20","-10110","-62324","-63029","-62331","-10110","07.07.20","","","","","","","","","","",,9405672,"-62241",3000-01-01,"",""
4129,"2756",-1083,2014-05-14 16:24:31.735145000,"B.644","",2014-05-14 16:24:31.735145000,2014-05-14 16:24:31.735145000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,2012-05-01,3000-01-01,1000-01-01,3000-01-01,"07.07.","Cortisonum/Hydrocortisonum","07.07.","Cortisonum/Hydrocortisonum","07.07.","Cortisonum/Hydrocortisonum","07.07.","Cortisonum/Hydrocortisonum","","","","","","","","","","","","","IT_07.07.21","-10110","-62324","-63029","-62331","-10110","07.07.21","","","","","","","","","","",,9405673,"-62241",3000-01-01,"",""
4166,"2864",-1083,2014-05-14 16:24:37.107664000,"B.644","",2014-05-14 16:24:37.107664000,2014-05-14 16:24:37.107664000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,2012-05-01,3000-01-01,1000-01-01,3000-01-01,"01.99.","Varia","01.99.","Varia","01.99.","Varia","01.99.","Varia","","","","","","","","","","","","","IT_01.99.00","-10110","-62324","-63029","-62331","-10110","01.99.00","","","","","","","","","","",,9405525,"-62241",3000-01-01,"",""
4171,"2452",-1083,2014-05-14 16:24:38.042218000,"B.644","",2014-05-14 16:24:38.042218000,2014-05-14 16:24:38.042218000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,2012-05-14,2012-05-01,2012-05-14,1000-01-01,3000-01-01,"07.07.","Adrenocorticostatikum","07.07.","Adrenocorticostatikum","07.07.","Adrénocorticostatique","07.07.","Adrénocorticostatique","","","","","","","","","","","","","IT_07.07.40","-10110","-62324","-63029","-62331","-10110","07.07.40","","","","","","","","","","",,9405681,"-62241",3000-01-01,"",""
4173,"2797",-1083,2014-05-14 16:24:38.488239000,"B.644","",2014-05-14 16:24:38.488239000,2014-05-14 16:24:38.488239000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,2012-05-01,3000-01-01,1000-01-01,3000-01-01,"12.02.","Varia","12.02.","Varia","12.02.","Varia","12.02.","Varia","","","","","","","","","","","","","IT_12.02.80","-10110","-62324","-63029","-62331","-10110","12.02.80","","","","","","","","","","",,9405829,"-62241",3000-01-01,"",""
4174,"2715",-1083,2014-05-14 16:24:39.365693000,"B.644","",2014-05-14 16:24:39.365693000,2014-05-14 16:24:39.365693000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,2012-05-01,3000-01-01,1000-01-01,3000-01-01,"07.08.","Geschlechtshormone","07.08.","GESCHLECHTSHORMONE","07.08.","Hormones sexuelles","07.08.","HORMONES SEXUELLES","","","","","","","","","","","","","IT_07.08.00","-10110","-62324","-63029","-62331","-10110","07.08.00","","","","","","","","","","",,9405682,"-62241",3000-01-01,"",""
4176,"2750",-1083,2014-05-14 16:24:39.809042000,"B.644","",2014-05-14 16:24:39.809042000,2014-05-14 16:24:39.809042000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,2012-05-14,2012-05-01,2012-05-14,1000-01-01,3000-01-01,"04.05.","Ansäuernde Mittel","04.05.","Ansäuernde Mittel","04.05.","Préparations acidifiantes","04.05.","Préparations acidifiantes","","","","","","","","","","","","","IT_04.05.20","-10110","-62324","-63029","-62331","-10110","04.05.20","","","","","","","","","","",,9405584,"-62241",3000-01-01,"",""
4181,"2727",-1083,2014-05-14 16:24:40.256584000,"B.644","",2014-05-14 16:24:40.256584000,2014-05-14 16:24:40.256584000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,2012-05-01,3000-01-01,1000-01-01,3000-01-01,"07.08.","Gonadotrophine und Analoge","07.08.","Gonadotrophine und Analoge","07.08.","Gonadotrophines et analogues","07.08.","Gonadotrophines et analogues","","","","","","","","","","","","","IT_07.08.10","-10110","-62324","-63029","-62331","-10110","07.08.10","","","","","","","","","","",,9405683,"-62241",3000-01-01,"",""
4183,"2597",-1083,2014-05-14 16:24:40.302295000,"B.644","",2014-05-14 16:24:40.302295000,2014-05-14 16:24:40.302295000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,2012-05-01,3000-01-01,1000-01-01,3000-01-01,"10.09.","Desinfizierende Mittel","10.09.","Desinfizierende Mittel","10.09.","Désinfectants","10.09.","Désinfectants","","","","","","","","","","","","","IT_10.09.10","-10110","-62324","-63029","-62331","-10110","10.09.10","","","","","","","","","","",,9405782,"-62241",3000-01-01,"",""
4186,"2778",-1083,2014-05-14 16:24:41.146657000,"B.644","",2014-05-14 16:24:41.146657000,2014-05-14 16:24:41.146657000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,2012-05-01,3000-01-01,1000-01-01,3000-01-01,"07.08.","Oestrogene","07.08.","Oestrogene","07.08.","Oestrogènes","07.08.","Oestrogènes","","","","","","","","","","","","","IT_07.08.20","-10110","-62324","-63029","-62331","-10110","07.08.20","","","","","","","","","","",,9405684,"-62241",3000-01-01,"",""
4190,"2561",-1083,2014-05-14 16:24:41.191148000,"B.644","",2014-05-14 16:24:41.191148000,2014-05-14 16:24:41.191148000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,2012-05-01,3000-01-01,1000-01-01,3000-01-01,"12.03.","Entzündungshemmende Mittel","12.03.","Entzündungshemmende Mittel","12.03.","Préparations antiphlogistiques","12.03.","Préparations antiphlogistiques","","","","","","","","","","","","","IT_12.03.20","-10110","-62324","-63029","-62331","-10110","12.03.20","","","","","","","","","","",,9405832,"-62241",3000-01-01,"",""
4191,"2734",-1083,2014-05-14 16:24:42.026036000,"B.644","",2014-05-14 16:24:42.026036000,2014-05-14 16:24:42.026036000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,2012-05-01,3000-01-01,1000-01-01,3000-01-01,"07.08.","Gestagene","07.08.","Gestagene","07.08.","Gestagènes","07.08.","Gestagènes","","","","","","","","","","","","","IT_07.08.30","-10110","-62324","-63029","-62331","-10110","07.08.30","","","","","","","","","","",,9405685,"-62241",3000-01-01,"",""
4192,"2455",-1083,2014-05-14 16:24:42.552031000,"B.644","",2014-05-14 16:24:42.552031000,2014-05-14 16:24:42.552031000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,2012-05-01,3000-01-01,1000-01-01,3000-01-01,"07.08.","Androgene","07.08.","Androgene","07.08.","Androgènes","07.08.","Androgènes","","","","","","","","","","","","","IT_07.08.40","-10110","-62324","-63029","-62331","-10110","07.08.40","","","","","","","","","","",,9405686,"-62241",3000-01-01,"",""
4195,"2485",-1083,2014-05-14 16:24:42.499193000,"B.644","",2014-05-14 16:24:42.499193000,2014-05-14 16:24:42.499193000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,2012-05-01,3000-01-01,1000-01-01,3000-01-01,"02.02.","Antiarrhythmica","02.02.","ANTIARRHYTHMICA","02.02.","Antiarrhythmica","02.02.","ANTIARRHYTHMICA","","","","","","","","","","","","","IT_02.02.00","-10110","-62324","-63029","-62331","-10110","02.02.00","","","","","","","","","","",,9405530,"-62241",3000-01-01,"",""
4197,"2788",-1083,2014-05-14 16:24:43.713908000,"B.644","",2014-05-14 16:24:43.713908000,2014-05-14 16:24:43.713908000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,2012-05-01,3000-01-01,1000-01-01,3000-01-01,"07.08.","Anabolica","07.08.","Anabolica","07.08.","Anabolica","07.08.","Anabolica","","","","","","","","","","","","","IT_07.08.50","-10110","-62324","-63029","-62331","-10110","07.08.50","","","","","","","","","","",,9405687,"-62241",3000-01-01,"",""
4199,"2607",-1083,2014-05-14 16:24:43.713932000,"B.644","",2014-05-14 16:24:43.713932000,2014-05-14 16:24:43.713932000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,2012-05-01,3000-01-01,1000-01-01,3000-01-01,"02.03.","Betablocker","02.03.","BETABLOCKER","02.03.","Bêtabloqueurs","02.03.","BÊTABLOQUEURS","","","","","","","","","","","","","IT_02.03.00","-10110","-62324","-63029","-62331","-10110","02.03.00","","","","","","","","","","",,9405531,"-62241",3000-01-01,"",""
4202,"2601",-1083,2014-05-14 16:24:44.604414000,"B.644","",2014-05-14 16:24:44.604414000,2014-05-14 16:24:44.604414000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,2012-05-01,3000-01-01,1000-01-01,3000-01-01,"07.08.","Kombinationen","07.08.","Kombinationen","07.08.","Combinaisons","07.08.","Combinaisons","","","","","","","","","","","","","IT_07.08.60","-10110","-62324","-63029","-62331","-10110","07.08.60","","","","","","","","","","",,9405688,"-62241",3000-01-01,"",""
4203,"2785",-1083,2014-05-14 16:24:44.606305000,"B.644","",2014-05-14 16:24:44.606305000,2014-05-14 16:24:44.606305000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,2012-05-01,3000-01-01,1000-01-01,3000-01-01,"02.04.","Gefässerweiternde Mittel","02.04.","GEFÄSSERWEITERNDE MITTEL","02.04.","Vasodilatateurs","02.04.","VASODILATEURS","","","","","","","","","","","","","IT_02.04.00","-10110","-62324","-63029","-62331","-10110","02.04.00","","","","","","","","","","",,9405532,"-62241",3000-01-01,"",""
4208,"2407",-1083,2014-05-14 16:24:45.900717000,"B.644","",2014-05-14 16:24:45.900717000,2014-05-14 16:24:45.900717000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,2012-05-01,3000-01-01,1000-01-01,3000-01-01,"07.09.","Andere Hormone","07.09.","ANDERE HORMONE","07.09.","Autres hormones","07.09.","AUTRES HORMONES","","","","","","","","","","","","","IT_07.09.00","-10110","-62324","-63029","-62331","-10110","07.09.00","","","","","","","","","","",,9405689,"-62241",3000-01-01,"",""
4209,"2554",-1083,2014-05-14 16:24:46.405676000,"B.644","",2014-05-14 16:24:46.405676000,2014-05-14 16:24:46.405676000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,2012-05-01,3000-01-01,1000-01-01,3000-01-01,"10.09.","Mit Corticosteroiden","10.09.","Mit Corticosteroiden","10.09.","Avec corticostéroïdes","10.09.","vec corticostéroïdes","","","","","","","","","","","","","IT_10.09.42","-10110","-62324","-63029","-62331","-10110","10.09.42","","","","","","","","","","",,9405787,"-62241",3000-01-01,"",""
4162,"2886",-1083,2014-05-14 16:24:37.107553000,"B.644","",2014-05-14 16:24:37.107553000,2014-05-14 16:24:37.107553000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,2012-05-01,3000-01-01,1000-01-01,3000-01-01,"07.07.","Mineralocorticoide","07.07.","Mineralocorticoide","07.07.","Minéralocorticoïdes","07.07.","Minéralocorticoïdes","","","","","","","","","","","","","IT_07.07.30","-10110","-62324","-63029","-62331","-10110","07.07.30","","","","","","","","","","",,9405680,"-62241",3000-01-01,"",""
4189,"2868",-1083,2014-05-14 16:24:41.190982000,"B.644","",2014-05-14 16:24:41.190982000,2014-05-14 16:24:41.190982000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,2012-05-01,3000-01-01,1000-01-01,3000-01-01,"04.07.","Appetitfördernde Mittel","04.07.","APPETITFÖRDERNDE MITTEL","04.07.","Stimulants de l''appétit","04.07.","STIMULANTS DE L'APPETIT","","","","","","","","","","","","","IT_04.07.00","-10110","-62324","-63029","-62331","-10110","04.07.00","","","","","","","","","","",,9405586,"-62241",3000-01-01,"",""
4194,"2602",-1083,2014-05-14 16:24:42.070817000,"B.644","",2014-05-14 16:24:42.070817000,2014-05-14 16:24:42.070817000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,2012-05-01,3000-01-01,1000-01-01,3000-01-01,"10.09.","Mittel gegen Viren","10.09.","Mittel gegen Viren","10.09.","Préparations antivirales","10.09.","Préparations antivirales","","","","","","","","","","","","","IT_10.09.30","-10110","-62324","-63029","-62331","-10110","10.09.30","","","","","","","","","","",,9405784,"-62241",3000-01-01,"",""
4217,"2793",-1083,2014-05-14 16:24:47.724992000,"B.644","",2014-05-14 16:24:47.724992000,2014-05-14 16:24:47.724992000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,2012-05-01,3000-01-01,1000-01-01,3000-01-01,"02.04.","Nikotinsäure und Derivate","02.04.","Nikotinsäure und Derivate","02.04.","Acide nicotinique et dérivés","02.04.","Acide nicotinique et dérivés","","","","","","","","","","","","","IT_02.04.30","-10110","-62324","-63029","-62331","-10110","02.04.30","","","","","","","","","","",,9405535,"-62241",3000-01-01,"",""
4216,"2874",-1083,2014-05-14 16:24:47.725107000,"B.644","",2014-05-14 16:24:47.725107000,2014-05-14 16:24:47.725107000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,2012-05-01,3000-01-01,1000-01-01,3000-01-01,"07.10.","Einfache entzündungshemmende Mittel","07.10.","Einfache entzündungshemmende Mittel","07.10.","Anti-inflammatoires simples","07.10.","Anti-inflammatoires simples","","","","","","","","","","","","","IT_07.10.10","-10110","-62324","-63029","-62331","-10110","07.10.10","","","","","","","","","","",,9405691,"-62241",3000-01-01,"",""
4225,"2845",-1083,2014-05-14 16:24:50.082679000,"B.644","",2014-05-14 16:24:50.082679000,2014-05-14 16:24:50.082679000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,2012-05-01,3000-01-01,1000-01-01,3000-01-01,"02.04.","Koronare und periphere gefässerweiternde Mittel","02.04.","Koronare und periphere gefässerweiternde Mittel","02.04.","Vasodilatateurs coronariens et périphériques","02.04.","Vasodilatateurs coronariens et périphériques","","","","","","","","","","","","","IT_02.04.40","-10110","-62324","-63029","-62331","-10110","02.04.40","","","","","","","","","","",,9405536,"-62241",3000-01-01,"",""
4227,"2825",-1083,2014-05-14 16:24:50.082524000,"B.644","",2014-05-14 16:24:50.082524000,2014-05-14 16:24:50.082524000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,2012-05-01,3000-01-01,1000-01-01,3000-01-01,"07.10.","Kombinierte entzündungshemmende Mittel","07.10.","Kombinierte entzündungshemmende Mittel","07.10.","Anti-inflammatoires composés","07.10.","Anti-inflammatoires composés","","","","","","","","","","","","","IT_07.10.20","-10110","-62324","-63029","-62331","-10110","07.10.20","","","","","","","","","","",,9405692,"-62241",3000-01-01,"",""
4230,"2494",-1083,2014-05-14 16:24:50.968596000,"B.644","",2014-05-14 16:24:50.968596000,2014-05-14 16:24:50.968596000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,2012-05-01,3000-01-01,1000-01-01,3000-01-01,"02.04.","Gefässerweiternde Mittel und/oder cerebrale Aktivatoren","02.04.","Gefässerweiternde Mittel und/oder cerebrale Aktivatoren","02.04.","Vasodilatateurs et/ou activateurs cérébraux","02.04.","Vasodilatateurs et/ou activateurs cérébraux","","","","","","","","","","","","","IT_02.04.50","-10110","-62324","-63029","-62331","-10110","02.04.50","","","","","","","","","","",,9405537,"-62241",3000-01-01,"",""
4231,"2605",-1083,2014-05-14 16:24:50.969910000,"B.644","",2014-05-14 16:24:50.969910000,2014-05-14 16:24:50.969910000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,2012-05-01,3000-01-01,1000-01-01,3000-01-01,"04.08.","Anthranoid-haltige Laxantien","04.08.","Anthranoid-haltige Laxantien","04.08.","Laxatifs anthracéniques","04.08.","Laxatifs anthracéniques","","","","","","","","","","","","","IT_04.08.14","-10110","-62324","-63029","-62331","-10110","04.08.14","","","","","","","","","","",,9405594,"-62241",3000-01-01,"",""
4235,"2771",-1083,2014-05-14 16:24:52.247267000,"B.644","",2014-05-14 16:24:52.247267000,2014-05-14 16:24:52.247267000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,2012-05-01,3000-01-01,1000-01-01,3000-01-01,"02.05.","Gefässverengende Mittel","02.05.","GEFÄSSVERENGENDE MITTEL","02.05.","Vasoconstricteurs","02.05.","VASOCONSTRICTEURS","","","","","","","","","","","","","IT_02.05.00","-10110","-62324","-63029","-62331","-10110","02.05.00","","","","","","","","","","",,9405538,"-62241",3000-01-01,"",""
4237,"2737",-1083,2014-05-14 16:24:52.251036000,"B.644","",2014-05-14 16:24:52.251036000,2014-05-14 16:24:52.251036000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,2012-05-01,3000-01-01,1000-01-01,3000-01-01,"07.10.","mit Corticosteroiden","07.10.","mit Corticosteroiden","07.10.","avec Corticostéroïdes","07.10.","avec Corticostéroïdes","","","","","","","","","","","","","IT_07.10.22","-10110","-62324","-63029","-62331","-10110","07.10.22","","","","","","","","","","",,9405694,"-62241",3000-01-01,"",""
4240,"2430",-1083,2014-05-14 16:24:53.249242000,"B.644","",2014-05-14 16:24:53.249242000,2014-05-14 16:24:53.249242000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,2012-05-01,3000-01-01,1000-01-01,3000-01-01,"04.08.","Rektale Laxantien","04.08.","Rektale Laxantien","04.08.","Laxatifs à usage rectal","04.08.","Laxatifs à usage rectal","","","","","","","","","","","","","IT_04.08.20","-10110","-62324","-63029","-62331","-10110","04.08.20","","","","","","","","","","",,9405596,"-62241",3000-01-01,"",""
4241,"2745",-1083,2014-05-14 16:24:53.249182000,"B.644","",2014-05-14 16:24:53.249182000,2014-05-14 16:24:53.249182000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,2012-05-01,3000-01-01,1000-01-01,3000-01-01,"10.99.","Varia","10.99.","VARIA","10.99.","Varia","10.99.","VARIA","","","","","","","","","","","","","IT_10.99.00","-10110","-62324","-63029","-62331","-10110","10.99.00","","","","","","","","","","",,9405792,"-62241",3000-01-01,"",""
4248,"2415",-1083,2014-05-14 16:24:54.162352000,"B.644","",2014-05-14 16:24:54.162352000,2014-05-14 16:24:54.162352000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,2012-05-01,3000-01-01,1000-01-01,3000-01-01,"02.05.","Vasopressoren und Herzstimulantien","02.05.","Vasopressoren und Herzstimulantien","02.05.","Vasopresseurs et stimulants cardiaques","02.05.","Vasopresseurs et stimulants cardiaques","","","","","","","","","","","","","IT_02.05.20","-10110","-62324","-63029","-62331","-10110","02.05.20","","","","","","","","","","",,9405540,"-62241",3000-01-01,"",""
4249,"2749",-1083,2014-05-14 16:24:55.725356000,"B.644","",2014-05-14 16:24:55.725356000,2014-05-14 16:24:55.725356000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,2012-05-01,3000-01-01,1000-01-01,3000-01-01,"07.10.","Badezusätze und Umschläge","07.10.","Badezusätze und Umschläge","07.10.","Préparations pour bains et cataplasmes","07.10.","Préparations pour bains et cataplasmes","","","","","","","","","","","","","IT_07.10.50","-10110","-62324","-63029","-62331","-10110","07.10.50","","","","","","","","","","",,9405697,"-62241",3000-01-01,"",""
4250,"2847",-1083,2014-05-14 16:24:55.725284000,"B.644","",2014-05-14 16:24:55.725284000,2014-05-14 16:24:55.725284000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,2012-05-01,3000-01-01,1000-01-01,3000-01-01,"02.06.","Calciumantagonisten","02.06.","Calciumantagonisten","02.06.","Antagonistes du calcium","02.06.","Antagonistes du calcium","","","","","","","","","","","","","IT_02.06.00","-10110","-62324","-63029","-62331","-10110","02.06.00","","","","","","","","","","",,9405541,"-62241",3000-01-01,"",""
4255,"2668",-1083,2014-05-14 16:24:56.226180000,"B.644","",2014-05-14 16:24:56.226180000,2014-05-14 16:24:56.226180000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,2012-05-01,3000-01-01,1000-01-01,3000-01-01,"04.11.","Gallenwegstherapeutica","04.11.","Gallenwegstherapeutica","04.11.","Médicaments des voies biliaires","04.11.","Médicaments des voies biliaires","","","","","","","","","","","","","IT_04.11.00","-10110","-62324","-63029","-62331","-10110","04.11.00","","","","","","","","","","",,9405599,"-62241",3000-01-01,"",""
4257,"2743",-1083,2014-05-14 16:24:56.226180000,"B.644","",2014-05-14 16:24:56.226180000,2014-05-14 16:24:56.226180000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,2012-05-01,3000-01-01,1000-01-01,3000-01-01,"07.10.","Andere Mittel gegen Arthritis und rheumatische Krankheiten","07.10.","Andere Mittel gegen Arthritis und rheumatische Krankheiten","07.10.","Autres médicaments contre l'arthrite et les affections rhumatismales","07.10.","Autres médicaments contre l'arthrite et les affections rhumatismales","","","","","","","","","","","","","IT_07.10.60","-10110","-62324","-63029","-62331","-10110","07.10.60","","","","","","","","","","",,9405698,"-62241",3000-01-01,"",""
4259,"2809",-1083,2014-05-14 16:24:57.516962000,"B.644","",2014-05-14 16:24:57.516962000,2014-05-14 16:24:57.516962000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,2012-05-01,3000-01-01,1000-01-01,3000-01-01,"11.03.","Lokalanaesthetica","11.03.","Lokalanaesthetica","11.03.","Anesthésiques locaux","11.03.","Anesthésiques locaux","","","","","","","","","","","","","IT_11.03.00","-10110","-62324","-63029","-62331","-10110","11.03.00","","","","","","","","","","",,9405796,"-62241",3000-01-01,"",""
4213,"2871",-1083,2014-05-14 16:24:46.845152000,"B.644","",2014-05-14 16:24:46.845152000,2014-05-14 16:24:46.845152000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,2012-05-01,3000-01-01,1000-01-01,3000-01-01,"02.04.","Kombiniertes Nitroglycerin und Analoge","02.04.","Kombiniertes Nitroglycerin und Analoge","02.04.","Nitroglycérine et analogues combinés","02.04.","Nitroglycérine et analogues combinés","","","","","","","","","","","","","IT_02.04.20","-10110","-62324","-63029","-62331","-10110","02.04.20","","","","","","","","","","",,9405534,"-62241",3000-01-01,"",""
4214,"2664",-1083,2014-05-14 16:24:47.680689000,"B.644","",2014-05-14 16:24:47.680689000,2014-05-14 16:24:47.680689000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,2012-05-01,3000-01-01,1000-01-01,3000-01-01,"10.09.","Mittel gegen Parasiten","10.09.","Mittel gegen Parasiten","10.09.","Antiparasitaires","10.09.","Antiparasitaires","","","","","","","","","","","","","IT_10.09.50","-10110","-62324","-63029","-62331","-10110","10.09.50","","","","","","","","","","",,9405788,"-62241",3000-01-01,"",""
4218,"2595",-1083,2014-05-14 16:24:47.725043000,"B.644","",2014-05-14 16:24:47.725043000,2014-05-14 16:24:47.725043000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,2012-05-01,3000-01-01,1000-01-01,3000-01-01,"04.08.","Synthetische und salinische Laxantien","04.08.","Synthetische und salinische Laxantien","04.08.","Laxatifs de synthèse, laxatifs osmotiques salins","04.08.","Laxatifs de synthèse, laxatifs osmotiques salins","","","","","","","","","","","","","IT_04.08.11","-10110","-62324","-63029","-62331","-10110","04.08.11","","","","","","","","","","",,9405591,"-62241",3000-01-01,"",""
4220,"2567",-1083,2014-05-14 16:24:48.633597000,"B.644","",2014-05-14 16:24:48.633597000,2014-05-14 16:24:48.633597000,"SWangler","SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,2012-05-01,3000-01-01,1000-01-01,3000-01-01,"13.01.","LOKALANAESTHETICA","13.01.","LOKALANAESTHETICA","13.01.","ANESTHESIQUES LOCAUX","13.01.","ANESTHESIQUES LOCAUX","","","","","","","","","","","","","IT_13.01.00","-10110","-62324","-63029","-62331","-10110","13.01.00","","","","","","","","","","",,9405838,"-62241",3000-01-01,"",""
